100,13,670,481,10,698,483,11,683,531
200,26,1426,1016,20,1520,791,24,1536,1149
300,42,2363,1549,36,2587,1622,35,2410,1539
400,90,3987,2707,72,4008,2672,69,3441,2262
500,115,4977,2784,89,4885,3108,92,4936,3677
600,139,6250,4005,110,6246,3967,109,5909,3804
700,145,7533,5032,111,7963,5066,107,6690,4418
800,152,8518,4950,121,8439,5026,125,8409,5862
900,154,10315,6794,117,9057,5632,121,9519,5763
1000,174,11792,6618,139,11267,7944,133,10411,6629
1100,162,11519,6550,128,12517,7369,131,12430,6377
1200,158,12055,7538,123,12864,8364,129,13721,7624
1300,159,15449,9320,123,14627,9673,122,13867,8570
1400,158,15585,10074,125,16429,11250,121,15211,9166
1500,157,18567,12067,122,17619,11300,125,17931,12007
1600,155,18279,11272,125,19820,13089,119,17413,10967
1700,157,19920,12960,123,20744,12284,120,19381,12602
1800,159,21529,14472,118,21497,13284,128,23705,12477
1900,162,23094,13134,129,23736,13899,125,21071,13091
2000,174,23721,14967,140,25488,16804,142,26066,16122
2100,183,25336,14770,137,24037,14551,143,25520,16763
2200,198,30787,17141,145,27039,15560,148,26185,15219
2300,203,28269,17564,160,29430,20771,155,27370,16638
2400,212,32834,19788,159,28369,17668,168,30581,19317
2500,221,32007,19404,168,31123,17040,171,30757,19480
2600,234,33076,21949,177,33263,18351,181,32394,17751
2700,252,34798,21401,191,33876,21335,190,33402,20079
2800,255,35417,20667,195,35946,20990,193,34407,21777
2900,262,40561,24146,204,37342,24555,206,38140,22037
3000,271,39482,23750,210,38747,23874,213,39054,23303
3100,290,37562,22748,232,40671,25386,233,41485,26183
3200,309,46676,31590,231,44885,27390,225,41132,24954
3300,299,42102,26100,236,43747,28624,241,44924,27575
3400,313,43663,26146,252,48722,30504,257,49654,29996
3500,317,47745,26490,245,45717,27290,245,44223,27877
3600,330,45513,29737,252,48171,26487,276,54022,32213
3700,349,50740,29550,278,53038,36379,265,48122,32236
3800,359,54698,34322,265,49086,28279,279,52195,33993
3900,364,51956,30507,276,51815,30080,298,57784,33237
4000,374,53897,30309,292,56163,33950,299,58758,30768
4100,387,51855,31115,323,67295,38909,309,59119,36850
4200,395,55400,32726,293,55040,31754,311,57483,37459
4300,426,57422,34924,313,57256,32767,334,61040,39695
4400,432,67615,41960,324,62693,38620,330,62007,37417
4500,437,62292,35204,335,64096,39104,333,60137,35828
4600,439,65754,37724,333,62444,38411,353,68180,40386
4700,445,61617,36519,334,63148,36953,346,65074,36020
4800,456,67477,38344,342,64786,36032,351,66058,36776
4900,465,67016,39299,369,72603,43280,374,72490,40947
5000,480,69688,41070,376,75975,43378,390,74609,46846
5100,504,74516,45789,400,80527,51772,381,71445,44013
5200,534,84360,60699,395,80834,41740,393,76116,43195
5300,519,74083,47609,384,72971,44792,401,78532,40319
5400,533,77261,48802,392,75688,42018,393,72476,41184
5500,553,79046,48597,439,80195,50855,425,76778,49691
5600,546,77652,44498,423,83335,44687,419,79094,46169
5700,553,80499,48413,426,84979,48513,430,81692,46841
5800,567,82772,47116,426,82847,46868,435,82291,50982
5900,581,87561,47126,450,89209,53412,448,84591,48895
6000,581,82421,48407,455,89066,54527,469,91116,53510
6100,606,86848,54936,469,95226,58659,465,88009,50605
6200,601,92821,50260,459,88434,53521,476,91795,56082
6300,619,90998,53218,465,88992,49355,477,89711,52617
6400,641,97315,58138,493,99272,56820,497,94069,54804
6500,643,94465,53275,477,93069,52302,487,91865,52000
6600,644,94656,54579,500,97859,56946,511,99827,53310
6700,673,100369,59530,493,95766,52801,501,93018,57098
6800,680,105462,62405,513,101667,57115,510,95821,56116
6900,684,105604,63507,517,102377,55344,531,101835,58386
7000,731,101959,59646,522,100411,55894,538,98629,63803
7100,713,111065,63300,529,101932,64677,536,100201,58154
7200,715,105262,55415,535,103349,61940,544,102190,58755
7300,728,106570,57464,559,107931,68208,576,113722,68138
7400,765,118490,75773,562,111992,59951,596,114466,63364
7500,764,115720,74777,555,105711,61059,576,108853,60458
7600,773,121416,69634,569,111781,60187,581,110621,68030
7700,771,113253,63339,635,131299,81132,592,112725,64513
7800,846,112281,68610,618,110692,61946,673,122043,78754
7900,810,117542,73329,615,121645,72559,623,121817,76372
8000,824,133612,81520,602,117499,66505,606,114046,69145
8100,814,116098,65258,621,123208,68778,655,129639,75113
8200,826,114916,70012,617,119860,72115,649,126102,82772
8300,847,128046,76235,624,121695,71361,657,127973,73700
8400,845,125060,70273,641,126946,69229,660,125440,73138
8500,865,126253,73225,671,141272,72519,645,120776,76346
8600,872,131149,71028,659,129811,74717,697,137337,83045
8700,896,132220,80599,654,126943,79147,675,129316,70555
8800,906,141659,86410,656,126051,71972,684,130145,76794
8900,905,133733,80632,699,139122,88062,690,135074,80248
9000,935,139186,82292,682,132984,77906,704,136580,84350
9100,921,141732,77477,727,147304,86717,712,136984,82386
9200,992,136046,81208,725,142471,83698,709,133868,82724
9300,954,135333,81618,714,140136,84660,732,140257,86605
9400,965,138684,83473,737,147532,90898,740,143854,85311
9500,975,140715,81828,709,137786,74742,760,149007,88637
9600,1003,156284,90795,733,142716,84858,755,145897,86400
9700,996,147660,77846,738,143541,83799,765,150232,89283
9800,1064,149233,83710,796,158530,93173,796,158348,94193
9900,1015,151799,93043,796,160451,98765,772,149950,86787
10000,1047,161641,89330,777,152725,93704,834,169476,99985
10100,1055,151835,93491,803,159837,96634,779,148760,89750
10200,1044,157768,84026,781,153392,85103,812,158667,91474
10300,1060,161536,100143,803,158574,94449,817,152542,91204
10400,1085,171105,93129,836,167705,108809,851,168595,93554
10500,1092,166138,93347,811,160977,91248,836,163946,90293
10600,1108,168001,95895,825,167268,92771,835,159618,94606
10700,1129,165949,95098,837,166755,92148,854,164859,95648
10800,1125,169500,95858,892,188718,106576,857,167461,89689
10900,1150,188377,106733,853,169625,105961,859,165733,101719
11000,1155,182823,101580,857,168773,103410,874,171738,96880
11100,1187,169104,98653,849,166214,95036,870,166807,98107
11200,1171,165932,102634,891,181621,110123,909,178765,106422
11300,1178,174482,101338,904,189530,104515,897,173800,104316
11400,1236,169235,96215,923,178841,104126,949,178194,105949
11500,1191,179896,101919,887,172907,101360,906,174503,102141
11600,1208,174889,102589,898,178115,101863,904,174053,100245
11700,1229,180870,105603,919,185556,106567,939,183834,109159
11800,1241,183267,111425,918,184098,110112,944,184946,104074
11900,1250,176147,100026,943,186354,117133,954,189145,98410
12000,1273,183900,112217,974,198771,123596,966,190514,111125
12100,1290,189439,116716,942,188352,109795,1011,200798,125122
12200,1301,205034,124050,947,188012,109929,976,191453,114256
12300,1291,194194,117483,999,206030,123887,988,191250,119566
12400,1431,203972,110451,1581,206675,114981,1178,207987,115356
12500,1305,199711,110223,992,201150,114979,1062,220793,121574
12600,1320,192616,111375,986,199885,110846,1005,198380,107684
12700,1339,198387,120468,1028,206640,124642,1057,214352,119614
12800,1369,203155,125929,1017,207223,119700,1023,202103,122130
12900,1388,197637,116613,1060,213143,136125,1023,196020,121021
13000,1400,212358,124066,1046,216647,118887,1044,202647,124622
13100,1398,214278,133192,1063,215215,130820,1082,214718,133504
13200,1413,209586,123808,1057,209389,134790,1059,204781,115562
13300,1425,216397,122044,1080,222716,129944,1088,218353,124730
13400,1428,219062,138916,1039,206314,124888,1125,226302,136941
13500,1445,229501,134838,1053,206462,122892,1118,222179,121782
13600,1471,221640,125296,1087,223785,117415,1120,223393,133170
13700,1478,223399,137602,1106,228964,125719,1086,207614,129970
13800,1483,221356,127997,1116,225403,125913,1129,220501,124462
13900,1491,228283,132333,1102,218855,131232,1159,233247,135116
14000,1484,213646,123705,1122,227693,122252,1109,214124,120615
14100,1607,247440,135504,1190,230330,140270,1199,218900,122532
14200,1616,222614,126415,1292,240047,145323,1170,228088,133360
14300,1557,243049,127594,1156,231876,141244,1200,240205,144254
14400,1540,232019,131198,1144,229864,131850,1203,243024,145554
14500,1600,251584,155660,1151,241747,122294,1161,226648,126458
14600,1561,238497,143102,1156,233017,133124,1210,238975,140485
14700,1612,262553,132147,1259,259499,166373,1254,257243,152207
14800,1617,234654,137464,1224,250011,129666,1237,237839,137458
14900,1662,238671,129971,1160,232367,127398,1206,238994,143049
