0,18
100,326
200,557
300,791
400,1036
500,1287
600,1541
700,1810
800,2065
900,2318
1000,2568
1100,2769
1200,2975
1300,3186
1400,3406
1500,3624
1600,3838
1700,4053
1800,4273
1900,4491
2000,4675
2100,4863
2200,5050
2300,5232
2400,5423
2500,5606
2600,5793
2700,5980
2800,6172
2900,6357
3000,6674
3100,6906
3200,7112
3300,7308
3400,7506
3500,7701
3600,7895
3700,8094
3800,8290
3900,8488
4000,8674
4100,8867
4200,9067
4300,9265
4400,9462
4500,9658
4600,9848
4700,10043
4800,10245
4900,10483
5000,10765
5100,11051
5200,11333
5300,11611
5400,11896
5500,12180
5600,12463
5700,12746
5800,13035
5900,13318
6000,13609
6100,13889
6200,14202
6300,14499
6400,14783
6500,15068
6600,15346
6700,15631
6800,15922
6900,16208
7000,16499
7100,16789
7200,17078
7300,17370
7400,17657
7500,17955
7600,18244
7700,18503
7800,18743
7900,18988
8000,19230
8100,19473
8200,19718
8300,19955
8400,20192
8500,20440
8600,20683
8700,20931
8800,21173
8900,21418
9000,21653
9100,21897
9200,22143
9300,22404
9400,22656
9500,22900
9600,23137
9700,23396
9800,23644
9900,23894
10000,24137
10100,24388
10200,24641
10300,24873
10400,25123
10500,25371
10600,25634
10700,25879
10800,26115
10900,26372
11000,26627
11100,26881
11200,27139
11300,27383
11400,27635
11500,27877
11600,28137
11700,28393
11800,28646
11900,28894
12000,29158
12100,29416
12200,29672
12300,29934
12400,30178
12500,30384
12600,30595
12700,30816
12800,31038
12900,31260
13000,31485
13100,31696
13200,31911
13300,32133
13400,32359
13500,32584
13600,32809
13700,33025
13800,33256
13900,33469
14000,33689
14100,33909
14200,34133
14300,34353
14400,34579
14500,34799
14600,35018
14700,35235
14800,35445
14900,35657
15000,35884
15100,36103
15200,36308
15300,36534
15400,36782
15500,37031
15600,37265
15700,37484
15800,37709
15900,37935
16000,38156
16100,38379
16200,38605
16300,38837
16400,39049
16500,39275
16600,39496
16700,39713
16800,39942
16900,40159
17000,40348
17100,40552
17200,40753
17300,40953
17400,41142
17500,41341
17600,41531
17700,41732
17800,41924
17900,42128
18000,42320
18100,42524
18200,42722
18300,42925
18400,43120
18500,43319
18600,43502
18700,43695
18800,43885
18900,44075
19000,44271
19100,44470
19200,44660
19300,44851
19400,45039
19500,45238
19600,45427
19700,45628
19800,45813
19900,46017
20000,46219
20100,46415
20200,46611
20300,46810
20400,47005
20500,47204
20600,47403
20700,47590
20800,47803
20900,48005
21000,48206
21100,48402
21200,48600
21300,48795
21400,48982
21500,49177
21600,49376
21700,49567
21800,49774
21900,49973
22000,50154
22100,50327
22200,50494
22300,50670
22400,50851
22500,51034
22600,51207
22700,51379
22800,51558
22900,51729
23000,51905
23100,52077
23200,52255
23300,52427
23400,52601
23500,52774
23600,52942
23700,53110
23800,53287
23900,53464
24000,53643
24100,53817
24200,53997
24300,54169
24400,54341
24500,54519
24600,54698
24700,54878
24800,55047
24900,55225
25000,55388
25100,55564
25200,55737
25300,55925
25400,56099
25500,56277
25600,56455
25700,56635
25800,56807
25900,56979
26000,57160
26100,57332
26200,57510
26300,57687
26400,57868
26500,58040
26600,58225
26700,58406
26800,58586
26900,58769
27000,58949
27100,59133
