0,12
10,174
20,206
30,235
40,265
50,292
60,316
70,341
80,374
90,401
100,429
110,457
120,483
130,511
140,541
150,568
160,595
170,624
180,652
190,680
200,711
210,741
220,768
230,795
240,823
250,857
260,884
270,911
280,939
290,978
300,1007
310,1043
320,1072
330,1097
340,1127
350,1157
360,1187
370,1217
380,1247
390,1275
400,1304
410,1335
420,1364
430,1393
440,1423
450,1452
460,1482
470,1512
480,1542
490,1577
500,1608
510,1638
520,1667
530,1698
540,1726
550,1754
560,1785
570,1817
580,1847
590,1880
600,1910
610,1942
620,1972
630,1999
640,2023
650,2047
660,2072
670,2098
680,2124
690,2153
700,2181
710,2206
720,2231
730,2256
740,2281
750,2462
760,2533
770,2579
780,2616
790,2647
800,2677
810,2703
820,2729
830,2755
840,2782
850,2809
860,2841
870,2867
880,2898
890,2925
900,2952
910,2981
920,3010
930,3036
940,3063
950,3089
960,3115
970,3145
980,3172
990,3200
1000,3225
1010,3251
1020,3278
1030,3302
1040,3328
1050,3355
1060,3382
1070,3409
1080,3436
1090,3463
1100,3488
1110,3515
1120,3541
1130,3566
1140,3593
1150,3617
1160,3643
1170,3670
1180,3724
1190,3753
1200,3780
1210,3802
1220,3828
1230,3853
1240,3880
1250,3999
1260,4116
1270,4176
1280,4227
1290,4280
1300,4339
1310,4394
1320,4444
1330,4493
1340,4543
1350,4594
1360,4655
1370,4700
1380,4749
1390,4795
1400,4837
1410,4885
1420,4933
1430,4985
1440,5036
1450,5086
1460,5135
1470,5182
1480,5224
1490,5272
1500,5319
1510,5365
1520,5412
1530,5458
1540,5507
1550,5555
1560,5603
1570,5653
1580,5702
1590,5748
1600,5789
1610,5831
1620,5871
1630,5915
1640,5950
1650,6004
1660,6036
1670,6070
1680,6103
1690,6135
1700,6164
1710,6201
1720,6234
1730,6271
1740,6306
1750,6342
1760,6377
1770,6411
1780,6444
1790,6475
1800,6512
1810,6547
1820,6586
1830,6620
1840,6653
1850,6691
1860,6739
1870,6771
1880,6808
1890,6841
1900,6876
1910,6913
1920,6948
1930,6981
1940,7014
1950,7046
1960,7082
1970,7117
1980,7152
1990,7184
2000,7220
2010,7258
2020,7294
2030,7332
2040,7368
2050,7399
2060,7447
2070,7481
2080,7517
2090,7550
2100,7583
2110,7619
2120,7654
2130,7689
2140,7721
2150,7755
2160,7791
2170,7827
2180,7868
2190,7905
2200,7942
2210,7978
2220,8015
2230,8047
2240,8079
2250,8110
2260,8145
2270,8191
2280,8224
2290,8264
2300,8302
2310,8334
2320,8372
2330,8409
2340,8450
2350,8483
2360,8514
2370,8550
2380,8585
2390,8621
2400,8653
2410,8685
2420,8721
2430,8754
2440,8787
2450,8823
2460,8861
2470,8898
2480,8938
2490,8975
2500,9011
2510,9048
2520,9086
2530,9123
2540,9161
2550,9194
2560,9238
2570,9274
2580,9310
2590,9346
2600,9382
2610,9419
2620,9455
2630,9488
2640,9527
2650,9560
2660,9597
2670,9633
2680,9670
2690,9706
2700,9739
2710,9773
2720,9812
2730,9846
2740,9879
2750,9913
2760,9948
2770,9984
2780,10020
2790,10053
2800,10087
2810,10119
2820,10154
2830,10190
2840,10229
2850,10263
2860,10299
2870,10332
2880,10377
2890,10412
2900,10445
2910,10476
2920,10512
2930,10547
2940,10582
2950,10619
2960,10653
2970,10687
2980,10723
2990,10758
3000,10792
3010,10825
3020,10865
3030,10904
3040,10938
3050,10969
3060,11014
3070,11045
3080,11079
3090,11114
3100,11152
3110,11193
3120,11227
3130,11263
3140,11300
3150,11336
3160,11371
3170,11402
3180,11438
3190,11468
3200,11505
3210,11540
3220,11581
3230,11619
3240,11658
3250,11701
3260,11739
3270,11782
3280,11819
3290,11855
3300,11886
3310,11928
3320,11969
3330,12003
3340,12043
3350,12084
3360,12120
3370,12155
3380,12198
3390,12233
3400,12275
3410,12313
3420,12353
3430,12390
3440,12432
3450,12470
3460,12514
3470,12553
3480,12590
3490,12629
3500,12672
3510,12711
3520,12751
3530,12788
3540,12827
3550,12866
3560,12898
3570,12941
3580,12979
3590,13018
3600,13056
3610,13089
3620,13122
3630,13159
3640,13192
3650,13227
3660,13261
3670,13300
3680,13339
3690,13374
3700,13417
3710,13456
3720,13492
3730,13532
3740,13564
3750,13606
3760,13644
3770,13681
3780,13714
3790,13753
3800,13797
3810,13838
3820,13874
3830,13912
3840,13950
3850,13985
3860,14020
3870,14056
3880,14094
3890,14134
3900,14180
3910,14221
3920,14260
3930,14298
3940,14335
3950,14371
3960,14408
3970,14442
3980,14479
3990,14523
4000,14559
4010,14600
4020,14638
4030,14678
4040,14715
4050,14751
4060,14790
4070,14828
4080,14868
4090,14907
4100,14939
4110,15002
4120,15032
4130,15065
4140,15099
4150,15139
4160,15174
4170,15208
4180,15237
4190,15277
4200,15304
4210,15338
4220,15371
4230,15407
4240,15438
4250,15469
4260,15504
4270,15539
4280,15569
4290,15606
4300,15640
4310,15674
4320,15718
4330,15751
4340,15782
4350,15812
4360,15845
4370,15873
4380,15904
4390,15934
4400,15963
4410,15992
4420,16018
4430,16047
4440,16075
4450,16103
4460,16129
4470,16157
4480,16184
4490,16214
4500,16239
4510,16268
4520,16301
4530,16330
4540,16359
4550,16387
4560,16414
4570,16440
4580,16470
4590,16499
4600,16527
4610,16554
4620,16581
4630,16613
4640,16635
4650,16660
4660,16685
4670,16713
4680,16741
4690,16770
4700,16796
4710,16826
4720,16854
4730,16886
4740,16912
4750,16940
4760,16970
4770,17001
4780,17030
4790,17060
4800,17087
4810,17113
4820,17142
4830,17171
4840,17200
4850,17230
4860,17260
4870,17287
4880,17318
4890,17346
4900,17376
4910,17405
4920,17435
4930,17466
4940,17493
4950,17522
4960,17549
4970,17577
4980,17607
4990,17639
5000,17666
5010,17696
5020,17724
5030,17752
5040,17780
5050,17810
5060,17840
5070,17866
5080,17896
5090,17921
5100,17949
5110,17980
5120,18008
5130,18038
5140,18069
5150,18099
5160,18128
5170,18158
5180,18187
5190,18215
5200,18241
5210,18271
5220,18294
5230,18323
5240,18348
5250,18377
5260,18406
5270,18438
5280,18467
5290,18498
5300,18530
5310,18561
5320,18590
5330,18618
5340,18650
5350,18679
5360,18706
