57,261
45,123
180,368
112,59
487,252
282,277
463,22
66,183
285,173
402,4
82,341
387,271
479,14
315,172
496,441
343,54
55,388
29,235
108,142
295,447
246,429
224,61
303,143
96,88
316,350
445,250
191,184
21,23
50,189
195,47
130,38
453,37
278,482
273,386
476,420
334,223
201,410
136,5
53,233
445,221
83,390
471,275
426,345
298,477
34,345
24,16
383,477
54,161
459,327
47,436
99,233
11,300
144,147
157,49
380,103
123,316
345,446
443,272
291,93
249,177
438,125
194,321
102,248
482,413
427,381
201,26
115,212
178,111
212,336
12,444
291,487
260,136
434,203
260,77
148,361
107,86
486,301
407,88
401,241
354,328
123,55
206,90
268,384
201,480
72,65
424,363
53,37
352,487
92,112
416,241
326,23
327,312
176,87
253,77
328,107
257,303
162,463
393,430
200,446
262,124
12,39
340,65
76,192
404,20
156,172
261,482
196,441
295,372
380,48
302,60
155,59
364,169
23,109
100,75
56,214
199,68
253,391
485,181
83,241
202,92
413,315
74,109
108,221
334,340
121,136
401,128
195,117
298,70
226,250
497,134
464,49
54,70
440,39
251,24
280,305
468,194
473,394
155,433
116,489
274,89
477,27
218,173
144,368
243,222
118,241
357,434
142,411
4,82
303,108
458,435
413,426
481,238
321,137
172,289
478,298
378,456
325,448
481,469
316,224
43,286
317,400
221,459
164,225
394,319
333,352
254,99
279,88
337,100
225,361
389,55
11,267
363,336
68,344
157,384
421,201
171,238
453,392
50,117
469,444
288,303
148,43
254,427
483,443
27,208
157,268
115,168
388,479
5,456
323,14
340,244
215,363
335,169
107,237
138,77
33,427
232,181
322,486
109,305
429,488
365,438
257,332
107,145
311,112
101,487
126,293
83,194
157,418
215,264
7,353
193,40
132,425
74,306
411,35
463,193
23,180
483,132
13,90
277,176
54,230
15,33
376,99
227,33
369,442
149,377
147,343
269,132
120,343
290,384
378,254
429,402
286,412
386,151
3,164
328,57
246,195
442,122
294,169
7,164
463,9
393,463
204,162
447,324
6,237
60,236
343,489
490,482
402,377
133,257
393,313
166,139
9,109
114,155
130,121
319,446
482,212
261,186
227,208
363,233
297,423
321,493
413,312
475,167
41,108
424,434
422,442
425,283
403,39
438,34
13,110
332,495
322,93
34,49
153,397
134,450
320,308
295,85
472,270
252,13
379,28
299,153
323,224
288,226
116,226
260,129
336,444
476,11
37,10
412,42
407,399
345,80
207,140
165,179
411,270
192,142
150,491
295,473
67,435
200,183
161,312
312,350
257,141
361,146
151,273
189,411
172,34
343,231
174,360
410,437
482,454
79,133
297,226
106,365
161,158
48,175
471,213
25,80
354,238
78,357
363,119
120,36
153,315
119,180
176,30
469,158
484,49
291,282
127,250
499,141
260,47
316,83
112,193
163,318
431,94
176,294
213,148
182,219
464,302
399,492
184,220
2,20
121,146
302,249
396,153
390,156
201,58
240,313
251,255
132,34
349,160
328,63
160,363
134,476
165,385
320,201
105,323
221,227
469,376
328,217
29,70
225,230
128,317
396,231
73,380
265,274
392,445
189,404
308,323
381,325
208,53
26,166
376,248
393,345
124,221
62,153
291,288
236,271
105,484
2,30
216,267
157,460
64,198
364,373
22,97
198,82
151,225
248,27
325,493
225,301
214,287
306,357
427,42
480,385
378,482
267,446
101,424
406,166
123,271
391,497
368,89
431,371
166,180
399,343
25,124
144,92
263,451
449,43
345,282
280,224
264,47
170,218
324,429
236,299
200,127
296,420
68,79
292,87
259,43
430,285
167,75
229,282
378,178
177,223
460,457
299,77
357,322
147,181
251,383
480,303
362,128
223,430
207,15
369,319
410,300
456,77
227,185
212,457
215,389
180,28
199,332
457,56
6,104
237,109
339,69
412,201
197,135
483,256
3,353
75,413
5,383
343,232
68,407
189,136
148,221
164,347
405,121
403,411
77,492
20,416
61,284
117,110
272,452
219,275
305,294
40,310
178,235
394,98
494,435
234,143
9,250
342,414
371,98
178,448
90,50
216,4
335,185
466,107
138,185
234,295
332,126
106,362
214,352
460,208
140,47
351,149
297,46
415,21
144,445
321,86
496,38
442,183
223,409
142,361
446,228
157,278
354,115
492,420
319,453
129,459
352,332
108,149
378,24
22,374
321,344
461,317
382,403
352,457
164,494
171,111
222,180
241,429
295,234
201,466
39,330
426,391
15,386
392,245
262,415
120,84
111,81
401,493
336,106
450,1
100,473
464,175
153,205
456,448
291,157
267,330
340,193
73,355
79,466
452,342
233,72
426,344
5,179
189,342
285,491
195,238
465,159
413,118
216,221
419,8
230,186
190,70
231,264
277,310
82,230
4,167
154,430
11,160
110,52
354,247
395,49
485,360
60,250
331,128
323,102
488,54
288,179
124,19
295,254
181,377
484,186
44,138
468,407
150,78
311,4
178,206
405,15
419,317
266,250
446,89
352,286
495,492
317,120
363,112
226,44
489,210
82,385
200,51
144,351
481,455
207,159
162,113
175,81
282,293
183,80
234,387
367,230
379,184
202,242
149,428
138,490
490,221
376,190
272,20
393,253
328,453
265,490
418,440
423,200
85,106
281,319
493,0
49,224
36,251
318,185
179,456
176,21
29,404
64,153
276,309
259,104
262,24
446,180
316,369
233,401
327,366
72,172
218,122
396,254
225,214
292,405
23,320
426,52
224,342
206,0
152,465
457,414
341,403
447,157
125,180
410,452
398,482
125,116
104,373
370,182
88,14
87,463
334,365
15,58
208,73
411,212
390,220
126,231
475,73
240,100
105,2
405,355
485,382
471,441
255,194
123,195
208,62
158,395
280,26
453,340
451,216
52,342
288,30
425,264
104,18
364,61
20,269
417,357
151,240
299,259
434,274
454,495
337,465
390,469
343,195
309,294
264,213
488,52
243,266
316,199
284,33
261,156
154,30
14,158
122,165
417,57
291,223
404,128
188,294
449,31
341,258
178,105
323,166
10,67
432,178
266,68
211,379
77,366
261,443
24,384
460,293
293,251
16,197
232,205
343,181
88,184
292,266
142,115
285,152
182,69
182,301
490,394
180,67
112,442
362,136
326,322
281,119
73,297
168,305
354,11
339,295
47,131
61,41
246,198
45,281
268,228
82,258
122,262
177,234
56,39
222,382
213,3
353,286
152,21
444,7
384,283
302,284
414,215
325,12
266,371
293,34
99,375
144,73
490,173
159,46
212,233
281,425
88,134
63,240
8,7
99,244
142,253
28,56
321,354
421,87
77,214
121,176
442,117
101,432
290,260
330,354
493,111
131,81
98,194
173,458
54,273
202,48
378,231
105,199
437,378
286,14
92,259
42,386
376,495
170,18
255,1
372,100
464,3
33,414
50,206
372,456
331,75
4,210
158,461
261,447
339,48
461,284
159,355
170,388
350,341
406,457
194,279
57,158
134,442
73,36
0,445
344,332
372,201
394,382
162,7
329,354
55,290
138,67
497,160
455,347
1,361
304,195
492,213
206,127
155,279
15,156
76,360
340,301
61,86
183,75
93,13
429,1
155,419
68,5
80,23
352,433
236,9
481,229
222,187
208,230
318,223
386,394
435,78
47,348
16,231
276,109
96,57
462,103
477,30
108,409
405,313
342,142
174,175
223,396
362,431
126,180
6,364
427,442
294,474
142,310
57,418
272,5
476,234
461,305
117,69
214,22
234,408
16,408
84,239
157,446
170,135
479,177
0,406
471,146
232,113
457,290
384,229
147,360
463,108
165,432
30,231
455,264
139,471
25,223
63,182
22,233
317,353
262,169
111,85
168,343
51,125
485,435
206,133
147,21
93,312
454,123
43,261
388,34
84,265
258,147
299,132
233,468
485,495
490,96
433,158
291,484
135,129
419,341
114,66
214,207
230,20
331,125
281,71
159,366
336,269
365,135
253,98
103,90
446,445
186,379
103,330
215,238
459,134
431,73
52,498
280,134
18,463
259,152
34,270
370,222
40,235
357,145
334,313
236,132
258,274
11,214
104,226
304,415
212,88
340,116
86,473
250,456
436,361
108,323
483,478
45,375
214,255
21,400
68,257
32,178
31,395
244,488
473,49
403,37
137,96
153,223
69,255
31,357
468,140
180,451
470,226
327,184
481,348
436,401
457,468
431,488
215,176
476,188
77,232
225,66
328,230
289,249
485,172
106,305
312,139
109,283
217,436
319,50
136,256
451,93
76,234
81,292
262,410
332,191
142,58
257,322
288,398
71,126
71,29
283,383
168,392
18,385
328,190
287,316
298,90
409,374
325,343
18,439
105,351
131,99
409,388
421,49
287,492
27,210
373,311
93,42
203,464
279,384
154,67
52,452
157,314
178,334
157,197
126,114
48,257
213,309
497,134
210,136
